clas_local,clas_visitante,G_esp_local,G_esp_visitante,quiniela,Posesión_local,Posesión_visitante,Pases_intento_local,Pases_buenos_local,Pases_%_local,Pases_intento_visitante,Pases_buenos_visitante,Pases_%_visitante,Disparos_puerta_intento_local,Disparos_puerta_buenos_local,Disparos_puerta_%_local,Disparos_puerta_intento_visitante,Disparos_puerta_buenos_visitante,Disparos_puerta_%_visitante,Paradas_local,Paradas_%_local,Paradas_visitante,Paradas_%_visitante,Amarillas_local,expulsion_doble_amarilla_local,expulsión_roja_directa_local,Amarillas_visitante,expulsion_doble_amarilla_visitante,expulsión_roja_directa_visitante,Faltas_local,Faltas_visitante,Saques_esquina_local,Saques_esquina_visitante,Pases_cruzados_local,Pases_cruzados_visitante,Toques_local,Toques_visitante,Derribos_local,Derribos_visitante,Intercepciones_local,Intercepciones_visitante,Duelos_aereos_ganados_local,Duelos_aereos_ganados_visitante,Despejes_local,Despejes_visitante,Fuera_juego_local,Fuera_juego_visitante,Saque_puerta_local,Saque_puerta_visitante,Saque_banda_local,Saque_banda_visitante,Pelotazos_local,Pelotazos_visitante,%_Saques_esquina_local_favor,%_Saques_esquina_visitante_favor,%_Saques_esquina_local_contra,%_Saques_esquina_visitante_contra,Árbitro_faltas_local,Árbitro_faltas_visitante,Árbitro_amarillas_local,Árbitro_amarillas_visitante,Árbitro_doble_amarilla_local,Árbitro_doble_amarilla_visitante,Árbitro_roja_directa_local,Árbitro_roja_directa_visitante,tarjetas_total_local,tarjetas_total_visitante,Árbitro_sum_tarjetas_local,Árbitro_sum_tarjetas_visitante,faltas_cometidas_local,faltas_cometidas_visitante,faltas_provocadas_local,faltas_provocadas_visitante,amarillas_cometidas_local,amarillas_cometidas_visitante,amarillas_provocadas_local,amarillas_provocadas_visitante,dobles_amarillas_cometidas_local,dobles_amarillas_cometidas_visitante,dobles_amarillas_provocadas_local,dobles_amarillas_provocadas_visitante,rojas_directas_cometida_local,rojas_directas_cometida_visitante,rojas_directas_provocadas_local,rojas_directas_provocadas_visitante,goles_marcados_local,goles_marcados_visitante,goles_recibidos_local,goles_recibidos_visitante,goles_esperados_local,goles_esperados_visitante,goles_esperados_contra_local,goles_esperados_contra_visitante,posesion_media_local,posesion_media_visitante,%_disparos_puerta_hechos_local,%_disparos_puerta_hechos_visitante,%_disparos_puerta_recibidos_local,%_disparos_puerta_recibidos_visitante,%_pases_cruzados_hechos_local,%_pases_cruzados_hechos_visitante,%_pases_cruzados_recibidos_local,%_pases_cruzados_recibidos_visitante,tarjetas_cometidas_local,tarjetas_cometidas_visitante,tarjetas_provocadas_local,tarjetas_provocadas_visitante
3,3,1.0,1.0,2,0.53,0.47,560,466,0.83,491,392,0.8,11,3,0.27,11,6,0.55,5,0.83,3,1.0,2,0,0,1,0,0,16,13,2,4,18,13,655,593,20,15,5,7,11,10,12,12,1,1,2,7,18,21,81,78,4.0588235294117645,4.647058823529412,4.0,4.823529411764706,12.222222222222221,12.333333333333334,1.7222222222222223,2.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,2,1,2.0,2.2222222222222223,11.117647058823529,12.0,12.411764705882353,13.764705882352942,2.2941176470588234,2.411764705882353,2.3529411764705883,2.823529411764706,0.0,0.11764705882352941,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.17647058823529413,1.9411764705882353,0.9411764705882353,1.2941176470588236,1.7058823529411764,1.5176470588235293,1.1823529411764706,1.1764705882352942,1.5705882352941176,0.5076470588235293,0.4758823529411765,5.294117647058823,3.4705882352941178,3.5294117647058822,4.176470588235294,20.352941176470587,17.0,18.235294117647058,19.176470588235293,2.411764705882353,2.6470588235294117,2.5294117647058822,3.0588235294117645
4,3,0.5,1.3,1,0.55,0.45,504,408,0.81,418,313,0.75,7,1,0.14,12,2,0.17,2,1.0,0,0.0,0,0,1,3,0,0,9,21,2,4,9,25,612,518,14,17,11,10,14,10,31,14,2,1,9,13,25,22,56,73,4.375,3.1176470588235294,5.1875,6.823529411764706,13.0,14.4375,2.625,2.4375,0.0,0.0,0.0625,0.0625,1,3,2.6875,2.5,10.9375,15.235294117647058,14.9375,11.058823529411764,1.875,2.7058823529411766,3.0625,1.6470588235294117,0.0,0.058823529411764705,0.0,0.058823529411764705,0.5,0.17647058823529413,0.125,0.17647058823529413,1.375,0.7058823529411765,0.9375,0.9411764705882353,1.51875,0.7352941176470589,1.11875,1.2529411764705882,0.505625,0.4488235294117647,4.3125,2.823529411764706,3.0625,3.588235294117647,14.25,17.58823529411765,18.75,22.764705882352942,2.375,2.941176470588235,3.1875,1.8823529411764706
1,4,0.7,1.8,2,0.45,0.55,416,325,0.78,503,414,0.82,12,5,0.42,8,4,0.5,3,0.75,5,1.0,3,0,0,3,0,0,14,18,4,6,13,12,540,627,17,26,7,11,11,6,14,13,2,4,6,6,25,14,62,53,6.5625,4.235294117647059,4.75,3.823529411764706,12.166666666666666,11.944444444444445,2.0,2.8333333333333335,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,3,3,2.2222222222222223,2.9444444444444446,14.375,16.470588235294116,11.6875,12.294117647058824,2.375,2.235294117647059,2.375,3.0,0.125,0.0,0.1875,0.11764705882352941,0.25,0.058823529411764705,0.1875,0.17647058823529413,0.9375,1.2941176470588236,1.6875,0.9411764705882353,1.24375,1.2588235294117647,1.58125,1.0823529411764705,0.47,0.5511764705882354,3.9375,4.764705882352941,4.0625,3.235294117647059,23.875,14.058823529411764,16.3125,16.941176470588236,2.75,2.2941176470588234,2.75,3.2941176470588234
3,3,0.7,0.8,2,0.65,0.35,614,486,0.79,334,239,0.72,15,0,0.0,9,4,0.44,2,0.5,0,1.0,1,0,0,3,0,0,11,18,7,3,46,10,715,462,14,8,10,18,11,13,11,41,1,2,6,8,24,17,84,62,5.529411764705882,3.6470588235294117,4.470588235294118,5.294117647058823,12.722222222222221,14.777777777777779,2.2222222222222223,3.0555555555555554,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,1,3,2.3333333333333335,3.2222222222222223,13.823529411764707,15.529411764705882,13.588235294117647,12.0,2.235294117647059,2.9411764705882355,2.411764705882353,2.1176470588235294,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,1.4705882352941178,0.8823529411764706,1.1176470588235294,1.4705882352941178,1.4352941176470588,0.8529411764705882,1.0411764705882351,1.447058823529412,0.5452941176470588,0.4029411764705882,4.529411764705882,2.411764705882353,3.3529411764705883,4.352941176470588,24.88235294117647,15.705882352941176,15.0,22.88235294117647,2.2941176470588234,3.0,2.5882352941176467,2.2352941176470584
2,3,2.3,1.0,1,0.33,0.67,286,195,0.68,592,507,0.86,11,5,0.45,13,5,0.38,4,0.8,3,0.6,5,0,0,8,0,0,18,11,5,2,14,22,374,675,9,7,6,4,11,15,16,8,4,5,8,6,17,13,62,57,4.529411764705882,2.875,5.9411764705882355,5.5625,13.235294117647058,11.0,2.8823529411764706,2.6470588235294117,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,5,8,3.0,2.9411764705882355,12.588235294117647,11.9375,10.588235294117647,12.375,2.8823529411764706,3.6875,2.8823529411764706,2.6875,0.11764705882352941,0.1875,0.058823529411764705,0.0,0.0,0.0625,0.058823529411764705,0.1875,1.5294117647058822,1.125,1.2941176470588236,1.625,1.2705882352941178,0.88125,1.5294117647058822,1.7125000000000001,0.46058823529411763,0.5181250000000001,4.235294117647059,2.9375,4.470588235294118,4.6875,16.764705882352942,15.6875,22.176470588235293,22.1875,3.0,3.9375,2.9999999999999996,2.875
2,4,0.3,1.1,X,0.36,0.64,300,211,0.7,527,447,0.85,8,2,0.25,11,6,0.55,6,1.0,2,1.0,1,0,0,5,0,0,11,19,1,4,10,12,375,605,15,7,2,7,5,9,14,10,5,0,8,7,20,25,74,54,3.764705882352941,4.9411764705882355,3.9411764705882355,5.9411764705882355,12.411764705882353,14.764705882352942,1.8823529411764706,3.588235294117647,0.0,0.058823529411764705,0.17647058823529413,0.17647058823529413,1,5,2.0588235294117645,3.823529411764706,16.352941176470587,11.176470588235293,13.294117647058824,12.941176470588236,3.2941176470588234,2.176470588235294,2.5294117647058822,2.0588235294117645,0.11764705882352941,0.0,0.11764705882352941,0.0,0.11764705882352941,0.058823529411764705,0.0,0.11764705882352941,1.0588235294117647,1.1764705882352942,1.0588235294117647,1.1176470588235294,1.2,1.1941176470588235,1.211764705882353,1.4529411764705882,0.42470588235294116,0.5476470588235295,3.2941176470588234,3.9411764705882355,4.235294117647059,4.235294117647059,19.764705882352942,12.823529411764707,16.823529411764707,20.58823529411765,3.5294117647058822,2.2352941176470584,2.6470588235294117,2.176470588235294
5,2,2.6,0.8,1,0.67,0.33,694,602,0.87,346,252,0.73,24,9,0.38,8,2,0.25,2,1.0,5,0.55,0,0,0,3,0,0,9,8,14,4,30,10,805,472,15,22,7,9,13,8,5,28,1,3,5,15,24,24,65,43,7.529411764705882,3.8823529411764706,1.8235294117647058,6.176470588235294,9.736842105263158,10.473684210526315,2.3684210526315788,2.3684210526315788,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0,3,2.526315789473684,2.473684210526316,12.058823529411764,12.294117647058824,11.823529411764707,15.117647058823529,1.7647058823529411,3.176470588235294,2.8823529411764706,1.5294117647058822,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.058823529411764705,1.9411764705882353,0.7058823529411765,0.11764705882352941,2.1176470588235294,2.3058823529411767,0.776470588235294,0.6823529411764706,2.0470588235294116,0.6558823529411765,0.4782352941176471,5.9411764705882355,2.6470588235294117,1.7058823529411764,6.705882352941177,23.294117647058822,14.294117647058824,9.588235294117647,20.88235294117647,1.9411764705882353,3.411764705882353,3.1176470588235294,1.588235294117647
2,5,1.3,2.1,2,0.36,0.64,337,253,0.75,605,530,0.88,15,4,0.27,19,6,0.32,3,0.5,3,0.75,0,0,1,0,0,0,15,12,7,7,17,18,456,700,22,8,6,5,7,13,19,12,0,6,2,2,15,18,72,65,5.625,5.647058823529412,3.8125,4.9411764705882355,12.176470588235293,12.705882352941176,2.0,1.3529411764705883,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,1,0,2.1176470588235294,1.4705882352941178,12.5,9.411764705882353,14.75,14.235294117647058,2.6875,2.0588235294117645,2.875,2.411764705882353,0.1875,0.058823529411764705,0.1875,0.058823529411764705,0.1875,0.0,0.0625,0.11764705882352941,1.1875,1.7058823529411764,1.5625,1.0588235294117647,1.4375,1.7941176470588236,1.1625,1.2,0.46125,0.5823529411764706,4.125,4.9411764705882355,3.9375,3.823529411764706,21.5625,14.470588235294118,14.6875,17.235294117647058,3.0625,2.117647058823529,3.125,2.5882352941176467
2,4,0.4,2.4,2,0.38,0.62,378,283,0.75,613,524,0.85,9,3,0.33,19,7,0.37,3,0.42,3,1.0,2,0,0,1,0,0,18,4,0,6,13,19,488,728,12,15,9,6,19,11,14,18,0,3,10,2,25,14,72,71,4.705882352941177,5.0,5.117647058823529,4.4375,12.8,11.6,2.2666666666666666,2.6,0.06666666666666667,0.2,0.3333333333333333,0.06666666666666667,2,1,2.6666666666666665,2.8666666666666667,12.823529411764707,13.75,12.647058823529411,12.75,2.588235294117647,2.0,2.4705882352941178,2.8125,0.0,0.0,0.17647058823529413,0.0625,0.11764705882352941,0.1875,0.058823529411764705,0.125,0.9411764705882353,1.4375,1.3529411764705883,1.25,1.1352941176470588,1.4125,1.535294117647059,1.025,0.43529411764705883,0.51375,3.1176470588235294,3.75,5.588235294117647,4.1875,20.176470588235293,19.875,20.11764705882353,18.0625,2.7058823529411766,2.1875,2.705882352941176,3.0
2,5,0.5,1.5,2,0.69,0.31,635,539,0.85,284,203,0.71,12,2,0.17,13,7,0.54,6,0.85,2,1.0,4,0,0,3,0,0,15,17,6,2,28,6,719,388,5,18,7,8,11,10,3,33,1,7,4,6,19,20,86,56,7.0,3.6875,3.4705882352941178,5.25,13.529411764705882,14.705882352941176,2.823529411764706,3.411764705882353,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.23529411764705882,4,3,3.1176470588235294,3.8823529411764706,13.176470588235293,12.9375,15.882352941176471,12.4375,2.764705882352941,2.9375,3.7058823529411766,2.625,0.058823529411764705,0.0625,0.11764705882352941,0.0,0.11764705882352941,0.125,0.058823529411764705,0.0,1.411764705882353,1.5,1.0,0.75,1.3588235294117648,1.325,0.7823529411764706,1.14375,0.556470588235294,0.46625,4.117647058823529,4.5,2.823529411764706,3.75,26.176470588235293,13.9375,13.117647058823529,21.9375,2.941176470588235,3.125,3.8823529411764706,2.625
3,2,0.7,0.3,1,0.58,0.42,571,474,0.83,420,327,0.78,9,5,0.56,7,0,0.0,0,1.0,2,0.4,1,0,0,2,0,0,13,23,2,2,15,12,661,516,22,18,7,9,10,16,11,10,4,1,7,4,16,25,88,68,5.0625,2.5625,3.8125,5.625,14.25,12.75,2.1875,2.5,0.0,0.0625,0.1875,0.125,1,2,2.375,2.6875,12.75,15.625,13.25,13.5625,2.0625,3.125,2.75,2.4375,0.0625,0.25,0.0625,0.125,0.0625,0.0625,0.1875,0.25,1.375,0.625,1.0625,1.625,1.225,0.9375,0.93125,1.75625,0.54,0.393125,4.5,2.25,2.5625,4.75,20.1875,12.25,14.25,26.3125,2.1875,3.4375,3.0,2.8125
3,3,0.7,1.2,X,0.51,0.49,447,368,0.82,428,355,0.83,10,4,0.4,9,3,0.33,3,1.0,3,0.75,4,0,0,2,0,0,22,10,6,3,19,9,526,515,17,11,7,9,12,12,15,13,1,2,10,4,14,21,53,40,3.8125,3.5,4.3125,5.375,15.2,13.133333333333333,3.466666666666667,2.466666666666667,0.06666666666666667,0.2,0.2,0.06666666666666667,4,2,3.7333333333333334,2.7333333333333334,17.375,11.6875,13.875,16.0,3.6875,2.6875,3.1875,2.6875,0.0,0.0625,0.0,0.0625,0.1875,0.0,0.125,0.0625,1.0625,1.1875,0.75,1.5,1.1,1.15625,0.89375,1.475,0.4225,0.509375,3.3125,3.0625,2.5625,4.375,18.375,16.5,18.25,22.0,3.875,2.75,3.3125,2.8125
5,4,2.9,0.5,1,0.49,0.51,532,469,0.88,548,477,0.87,22,4,0.18,8,4,0.5,3,0.75,2,0.5,0,0,0,1,0,0,8,12,9,2,16,5,637,669,24,28,12,8,10,6,3,17,2,3,3,15,11,16,44,57,6.8125,3.6470588235294117,2.9375,5.882352941176471,12.722222222222221,14.777777777777779,2.2222222222222223,3.0555555555555554,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0,1,2.3333333333333335,3.2222222222222223,10.375,10.941176470588236,13.75,15.823529411764707,1.6875,2.4705882352941178,2.5625,2.411764705882353,0.0625,0.17647058823529413,0.0,0.058823529411764705,0.0,0.11764705882352941,0.1875,0.17647058823529413,2.5,1.0588235294117647,0.875,1.2941176470588236,2.3,1.211764705882353,1.025,1.5058823529411764,0.615,0.49411764705882355,6.6875,3.0,2.6875,4.588235294117647,16.4375,13.0,10.625,20.41176470588235,1.75,2.764705882352941,2.75,2.6470588235294112
4,5,1.5,1.4,X,0.54,0.46,482,367,0.76,405,300,0.74,12,5,0.42,15,7,0.47,6,0.85,4,0.8,5,0,0,4,0,0,18,13,7,6,14,14,586,516,21,16,8,8,11,22,9,19,4,0,4,8,23,26,86,67,4.0625,3.6875,4.1875,5.25,14.055555555555555,13.333333333333334,3.0555555555555554,3.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,5,4,3.111111111111111,3.1666666666666665,16.4375,12.9375,13.25,12.4375,2.5625,2.9375,2.25,2.625,0.0,0.0625,0.125,0.0,0.0625,0.125,0.0625,0.0,1.3125,1.5,0.8125,0.75,1.4,1.325,0.79375,1.14375,0.548125,0.46625,4.25,4.5,3.4375,3.75,13.0,13.9375,13.9375,21.9375,2.625,3.125,2.4375,2.625
3,5,1.0,4.0,2,0.46,0.54,410,313,0.76,478,393,0.82,9,4,0.44,18,5,0.28,2,0.4,4,1.0,2,0,0,4,0,0,15,14,4,4,15,10,505,589,21,11,17,13,5,7,8,10,6,2,14,4,19,15,69,78,6.647058823529412,5.0625,3.235294117647059,4.1875,12.285714285714286,11.857142857142858,1.8571428571428572,2.5714285714285716,0.0,0.2857142857142857,0.0,0.0,2,4,1.8571428571428572,2.857142857142857,12.117647058823529,11.8125,13.352941176470589,12.9375,3.0588235294117645,2.8125,2.5294117647058822,2.25,0.058823529411764705,0.0625,0.058823529411764705,0.0,0.35294117647058826,0.125,0.17647058823529413,0.1875,1.3529411764705883,1.6875,1.3529411764705883,0.5625,1.4000000000000001,1.6,1.288235294117647,0.825,0.5676470588235294,0.608125,4.529411764705882,3.8125,3.7058823529411766,2.75,28.941176470588236,16.125,13.588235294117647,16.5625,3.4705882352941173,3.0,2.7647058823529407,2.4375
3,3,2.0,0.2,1,0.47,0.53,380,264,0.69,429,326,0.76,13,5,0.38,5,3,0.6,2,0.66,3,0.6,2,0,0,2,0,0,14,16,4,0,18,12,472,526,16,14,10,11,17,16,14,21,3,2,4,8,27,22,86,77,5.1875,4.625,3.625,5.0625,14.75,13.25,2.625,3.25,0.125,0.1875,0.0625,0.1875,2,2,2.8125,3.625,14.5,15.875,12.25,14.875,2.5,2.6875,2.625,2.5625,0.0,0.125,0.25,0.1875,0.1875,0.0625,0.0625,0.0625,1.0625,0.9375,1.1875,1.4375,1.375,0.9,1.03125,1.5999999999999999,0.515,0.485625,4.0,2.9375,3.75,4.0625,24.875,17.625,12.5625,20.6875,2.6875,2.875,2.9375,2.8125
4,2,1.2,0.6,2,0.66,0.34,633,511,0.81,323,214,0.66,17,2,0.12,9,2,0.22,1,0.5,2,1.0,3,0,0,2,0,0,12,12,4,2,31,9,736,455,14,16,6,21,14,19,13,39,3,2,4,14,31,19,60,86,7.823529411764706,3.235294117647059,2.4705882352941178,6.705882352941177,13.0,14.4375,2.625,2.4375,0.0,0.0,0.0625,0.0625,3,2,2.6875,2.5,13.411764705882353,12.058823529411764,10.764705882352942,13.470588235294118,2.1176470588235294,2.7058823529411766,2.411764705882353,3.1176470588235294,0.058823529411764705,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.0,0.11764705882352941,1.1764705882352942,1.2352941176470589,0.7647058823529411,1.8235294117647058,1.3882352941176472,0.9352941176470588,0.788235294117647,1.5941176470588236,0.5258823529411765,0.3976470588235294,4.176470588235294,2.764705882352941,1.9411764705882353,5.352941176470588,27.823529411764707,14.352941176470589,13.823529411764707,23.235294117647058,2.2352941176470584,2.941176470588235,2.411764705882353,3.3529411764705883
4,1,3.4,0.6,1,0.53,0.47,506,426,0.84,451,377,0.84,18,10,0.56,7,0,0.0,0,1.0,6,0.6,1,0,0,3,0,0,10,9,6,4,15,25,617,554,21,19,3,11,8,8,20,22,5,2,8,7,11,17,62,50,5.8125,4.176470588235294,3.875,6.411764705882353,12.8,11.6,2.2666666666666666,2.6,0.06666666666666667,0.2,0.3333333333333333,0.06666666666666667,1,3,2.6666666666666665,2.8666666666666667,12.875,13.411764705882353,13.9375,10.764705882352942,2.5,3.0588235294117645,3.625,1.9411764705882353,0.125,0.058823529411764705,0.0625,0.058823529411764705,0.0625,0.29411764705882354,0.0625,0.0,1.6875,0.5882352941176471,0.9375,2.176470588235294,1.95625,0.6941176470588236,1.0125,2.0823529411764703,0.5775,0.4076470588235294,5.5625,2.2941176470588234,3.25,6.529411764705882,15.5625,14.647058823529411,16.9375,22.294117647058822,2.6875,3.4117647058823524,3.75,2.0
2,2,2.3,0.2,1,0.69,0.31,584,504,0.86,261,182,0.7,24,9,0.38,7,4,0.57,3,0.75,4,0.44,3,1,0,6,1,0,11,22,9,1,22,15,662,339,10,6,8,4,15,16,8,16,1,1,1,6,11,16,77,64,7.0,2.5,3.4705882352941178,6.0,14.235294117647058,12.882352941176471,3.0588235294117645,2.4705882352941178,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.058823529411764705,4,7,3.411764705882353,2.588235294117647,13.176470588235293,14.5,15.882352941176471,12.375,2.764705882352941,3.1875,3.7058823529411766,2.625,0.058823529411764705,0.25,0.11764705882352941,0.125,0.11764705882352941,0.0625,0.058823529411764705,0.125,1.411764705882353,0.75,1.0,1.5,1.3588235294117648,0.70625,0.7823529411764706,1.36875,0.556470588235294,0.393125,4.117647058823529,2.75,2.823529411764706,4.5625,26.176470588235293,15.0625,13.117647058823529,24.3125,2.941176470588235,3.5,3.8823529411764706,2.875
2,2,1.2,0.5,1,0.51,0.49,405,306,0.76,387,284,0.73,14,6,0.43,12,0,0.0,0,1.0,5,0.83,1,0,0,6,0,0,11,19,2,8,20,25,525,491,20,12,12,9,14,21,18,17,6,4,9,12,14,28,74,83,5.0625,3.5,5.625,5.9375,15.058823529411764,15.0,2.6470588235294117,3.588235294117647,0.058823529411764705,0.0,0.0,0.058823529411764705,1,6,2.7058823529411766,3.6470588235294117,11.625,11.25,13.6875,11.125,1.75,2.6875,2.0,2.25,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.125,1.125,1.0,1.3125,2.25,1.1625,0.9875,1.225,1.9625,0.48062499999999997,0.44937499999999997,5.0625,4.0625,3.375,6.25,20.375,15.0625,19.0625,22.375,1.8125,2.75,2.0625,2.4375
3,2,1.7,0.6,1,0.45,0.55,396,303,0.77,492,395,0.8,14,5,0.36,14,4,0.29,3,0.75,3,0.6,0,0,0,2,0,0,11,15,3,12,13,27,519,612,23,16,9,16,17,14,26,17,3,0,4,7,18,28,51,77,4.0588235294117645,3.8823529411764706,4.0,6.176470588235294,14.055555555555555,13.333333333333334,3.0555555555555554,3.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0,2,3.111111111111111,3.1666666666666665,11.117647058823529,12.294117647058824,12.411764705882353,15.117647058823529,2.2941176470588234,3.176470588235294,2.3529411764705883,1.5294117647058822,0.0,0.11764705882352941,0.0,0.0,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.058823529411764705,1.9411764705882353,0.7058823529411765,1.2941176470588236,2.1176470588235294,1.5176470588235293,0.776470588235294,1.1764705882352942,2.0470588235294116,0.5076470588235293,0.4782352941176471,5.294117647058823,2.6470588235294117,3.5294117647058822,6.705882352941177,20.352941176470587,14.294117647058824,18.235294117647058,20.88235294117647,2.411764705882353,3.411764705882353,2.5294117647058822,1.588235294117647
3,2,1.7,1.7,1,0.46,0.54,345,240,0.7,402,303,0.75,14,6,0.43,17,4,0.24,3,0.75,5,0.83,5,0,0,2,0,0,22,11,7,7,24,23,478,545,16,17,11,6,9,19,18,26,1,2,10,6,30,27,91,72,5.529411764705882,5.1875,4.470588235294118,5.8125,13.235294117647058,11.0,2.8823529411764706,2.6470588235294117,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,5,2,3.0,2.9411764705882355,13.823529411764707,13.3125,13.588235294117647,12.625,2.235294117647059,2.1875,2.411764705882353,3.0625,0.0,0.0625,0.058823529411764705,0.0,0.058823529411764705,0.125,0.11764705882352941,0.375,1.4705882352941178,0.75,1.1176470588235294,1.4375,1.4352941176470588,1.20625,1.0411764705882351,1.40625,0.5452941176470588,0.510625,4.529411764705882,2.9375,3.3529411764705883,4.75,24.88235294117647,23.0,15.0,17.25,2.2941176470588234,2.375,2.5882352941176467,3.4375
2,3,2.5,2.0,2,0.58,0.42,476,365,0.77,339,246,0.73,18,4,0.22,11,7,0.64,4,0.57,3,0.75,4,0,0,5,1,0,11,14,9,3,38,9,582,453,11,18,9,8,17,8,12,38,3,1,3,9,24,28,100,70,5.625,2.875,3.8125,5.5625,13.529411764705882,14.705882352941176,2.823529411764706,3.411764705882353,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.23529411764705882,4,6,3.1176470588235294,3.8823529411764706,12.5,11.9375,14.75,12.375,2.6875,3.6875,2.875,2.6875,0.1875,0.1875,0.1875,0.0,0.1875,0.0625,0.0625,0.1875,1.1875,1.125,1.5625,1.625,1.4375,0.88125,1.1625,1.7125000000000001,0.46125,0.5181250000000001,4.125,2.9375,3.9375,4.6875,21.5625,15.6875,14.6875,22.1875,3.0625,3.9375,3.125,2.875
2,5,0.4,3.4,2,0.3,0.7,263,161,0.61,606,508,0.84,6,0,0.0,16,8,0.5,4,0.5,0,1.0,1,0,0,2,0,0,12,13,5,6,15,10,373,708,17,9,12,7,13,17,16,20,3,3,8,5,17,21,66,79,4.705882352941177,5.0625,5.117647058823529,4.1875,12.222222222222221,12.333333333333334,1.7222222222222223,2.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,1,2,2.0,2.2222222222222223,12.823529411764707,11.8125,12.647058823529411,12.9375,2.588235294117647,2.8125,2.4705882352941178,2.25,0.0,0.0625,0.17647058823529413,0.0,0.11764705882352941,0.125,0.058823529411764705,0.1875,0.9411764705882353,1.6875,1.3529411764705883,0.5625,1.1352941176470588,1.6,1.535294117647059,0.825,0.43529411764705883,0.608125,3.1176470588235294,3.8125,5.588235294117647,2.75,20.176470588235293,16.125,20.11764705882353,16.5625,2.7058823529411766,3.0,2.705882352941176,2.4375
5,3,0.7,1.7,1,0.46,0.54,495,404,0.82,591,500,0.85,10,4,0.4,14,3,0.21,2,0.66,1,0.25,2,0,0,3,0,0,11,6,4,7,7,24,599,696,15,13,12,9,12,10,26,11,0,1,10,2,18,23,72,70,6.0588235294117645,4.647058823529412,3.2941176470588234,4.823529411764706,13.75,12.5625,3.0625,3.6875,0.125,0.125,0.1875,0.0,2,3,3.375,3.8125,11.470588235294118,12.0,11.647058823529411,13.764705882352942,2.235294117647059,2.411764705882353,2.411764705882353,2.823529411764706,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.17647058823529413,2.1176470588235294,0.9411764705882353,0.8235294117647058,1.7058823529411764,1.8058823529411765,1.1823529411764706,0.9176470588235294,1.5705882352941176,0.5499999999999999,0.4758823529411765,5.823529411764706,3.4705882352941178,2.0,4.176470588235294,20.058823529411764,17.0,14.647058823529411,19.176470588235293,2.4705882352941178,2.6470588235294117,2.705882352941176,3.0588235294117645
5,3,2.3,0.5,1,0.68,0.32,676,617,0.91,318,252,0.79,22,7,0.32,5,2,0.4,1,0.5,3,0.42,3,0,0,5,0,0,7,15,4,3,7,12,763,419,12,20,4,12,5,4,6,19,0,1,2,10,15,8,32,55,6.8125,3.6470588235294117,2.9375,5.294117647058823,12.411764705882353,14.764705882352942,1.8823529411764706,3.588235294117647,0.0,0.058823529411764705,0.17647058823529413,0.17647058823529413,3,5,2.0588235294117645,3.823529411764706,10.375,15.529411764705882,13.75,12.0,1.6875,2.9411764705882355,2.5625,2.1176470588235294,0.0625,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.1875,0.058823529411764705,2.5,0.8823529411764706,0.875,1.4705882352941178,2.3,0.8529411764705882,1.025,1.447058823529412,0.615,0.4029411764705882,6.6875,2.411764705882353,2.6875,4.352941176470588,16.4375,15.705882352941176,10.625,22.88235294117647,1.75,3.0,2.75,2.2352941176470584
